taxpayer_id,taxpayer_name,sector,region,annual_revenue_usd,late_filings_last_12m,fiscal_device_uptime_pct,vat_to_sales_ratio,outstanding_debt_zig,previous_audit_violations,prediction_score
ZIM-TEST-308610,Thandiwe Gumbo,Retail,Midlands,170120.98,1,83.77,0.1203,5621.16,2,0.0
ZIM-TEST-308611,Thandiwe Ncube,Tourism,Bulawayo,11565.72,5,90.78,0.1372,15137.17,0,2.0
ZIM-TEST-308612,Shingai Mutasa,Services,Harare,17746.94,2,95.03,0.1588,1543.52,1,0.0
ZIM-TEST-308613,Ruvimbo Mpofu,Retail,Mash West,60738.6,2,73.21,0.1087,18705.0,0,0.0
ZIM-TEST-308614,Takudzwa Mapfumo,Agriculture,Mash West,86754.46,1,91.35,0.1103,36832.93,0,1.0
ZIM-TEST-308615,Tinashe Marange,Mining,Masvingo,108116.01,2,86.99,0.1489,15417.43,1,0.0
ZIM-TEST-308616,Tendai Ndlovu,Mining,Bulawayo,185509.36,0,74.47,0.1034,29568.4,0,0.0
ZIM-TEST-308617,Nomsa Ncube,Manufacturing,Midlands,111765.44,1,83.0,0.1266,2025.05,0,0.0
ZIM-TEST-308618,Chipo Musoni,Agriculture,Manicaland,177160.58,2,74.42,0.1465,4610.03,0,0.0
ZIM-TEST-308619,Tatenda Mpofu,Manufacturing,Masvingo,72069.2,2,97.47,0.1473,6045.1,0,0.0
ZIM-TEST-308620,Tendai Mpofu,Retail,Masvingo,144337.14,1,85.09,0.1467,178.04,0,0.0
ZIM-TEST-308621,Farai Gara,Agriculture,Midlands,301688.11,0,95.62,0.1501,3850.67,0,0.0
ZIM-TEST-308622,Chipo Moyo,Services,Masvingo,14765.91,1,84.93,0.1106,2270.87,0,0.0
ZIM-TEST-308623,Tendai Musoni,Agriculture,Manicaland,158892.27,0,93.8,0.1248,9242.84,0,0.0
ZIM-TEST-308624,Sekai Musoni,Retail,Harare,56869.88,2,81.16,0.1164,6525.78,0,0.0
ZIM-TEST-308625,Blessing Marange,Agriculture,Masvingo,90356.95,2,78.85,0.1095,18630.57,0,0.0
ZIM-TEST-308626,Thandiwe Dube,Agriculture,Harare,75194.33,1,95.45,0.1461,5542.44,0,0.0
ZIM-TEST-308627,Tatenda Mpofu,Tourism,Mash West,84733.18,1,83.62,0.1234,15267.31,1,0.0
ZIM-TEST-308628,Nomsa Sibanda,Tourism,Midlands,113784.68,1,88.81,0.1181,3219.35,1,0.0
ZIM-TEST-308629,Thandiwe Mpofu,Tourism,Manicaland,32590.74,2,73.13,0.1201,1171.86,1,0.0
ZIM-TEST-308630,Ruvimbo Ndlovu,Retail,Harare,40958.06,3,81.14,0.1396,16526.39,1,0.0
ZIM-TEST-308631,Tinashe Dube,Tourism,Masvingo,110480.42,0,76.98,0.1475,9234.73,2,0.0
ZIM-TEST-308632,Munyaradzi Dube,Tourism,Manicaland,172644.51,1,82.21,0.1552,2494.53,1,0.0
ZIM-TEST-308633,Kumbirai Ncube,Services,Midlands,74822.55,1,96.43,0.1364,870.57,1,0.0
ZIM-TEST-308634,Sekai Gumbo,Manufacturing,Midlands,117857.24,2,95.42,0.1528,292.15,2,0.0
ZIM-TEST-308635,Shingai Gara,Tourism,Harare,54158.79,3,97.75,0.1029,9220.29,0,0.0
ZIM-TEST-308636,Tendai Ncube,Mining,Bulawayo,136989.99,2,71.45,0.1184,945.89,0,0.0
ZIM-TEST-308637,Munyaradzi Mutasa,Tourism,Midlands,75799.4,4,88.63,0.1136,4547.38,0,3.0
ZIM-TEST-308638,Chipo Moyo,Agriculture,Manicaland,123112.07,1,85.47,0.154,9948.17,0,0.0
ZIM-TEST-308639,Tendai Chigumba,Services,Masvingo,80244.83,0,74.3,0.1555,2364.46,0,0.0
ZIM-TEST-308640,Farai Dube,Tourism,Manicaland,110771.22,2,82.15,0.1276,3656.61,0,0.0
ZIM-TEST-308641,Kumbirai Gumbo,Services,Midlands,54938.14,1,84.77,0.1481,3273.51,0,0.0
ZIM-TEST-308642,Shingai Moyo,Agriculture,Harare,27164.37,1,79.63,0.1305,373.76,0,0.0
ZIM-TEST-308643,Chipo Sibanda,Manufacturing,Manicaland,201686.14,2,95.81,0.1369,9844.68,2,1.0
ZIM-TEST-308644,Shingai Ncube,Retail,Harare,81204.19,4,74.1,0.1254,1260.43,0,90.0
ZIM-TEST-308645,Ruvimbo Ncube,Mining,Midlands,46313.95,0,99.22,0.153,3741.18,0,0.0
ZIM-TEST-308646,Chipo Dube,Tourism,Bulawayo,45763.19,1,92.87,0.1308,6525.32,1,0.0
ZIM-TEST-308647,Tatenda Mapfumo,Mining,Harare,59283.12,4,97.85,0.1317,277.11,0,2.0
ZIM-TEST-308648,Tatenda Gara,Retail,Harare,68336.56,1,85.35,0.1283,531.61,0,0.0
ZIM-TEST-308649,Farai Chirau,Manufacturing,Midlands,18377.46,2,96.49,0.143,15138.12,0,0.0
ZIM-TEST-308650,Tatenda Mpofu,Tourism,Mash West,147864.27,1,70.64,0.1576,14503.43,0,1.0
ZIM-TEST-308651,Nomsa Gara,Mining,Midlands,95008.28,1,83.66,0.1568,1010.33,1,0.0
ZIM-TEST-308652,Munyaradzi Moyo,Manufacturing,Midlands,21010.89,0,93.56,0.1219,10491.39,0,0.0
ZIM-TEST-308653,Takudzwa Mpofu,Services,Mash West,197483.19,0,97.18,0.1221,13312.76,0,0.0
ZIM-TEST-308654,Thandiwe Chigumba,Services,Mash West,151054.96,3,91.57,0.1294,4982.89,0,1.0
ZIM-TEST-308655,Kumbirai Mutasa,Tourism,Manicaland,53264.12,3,75.06,0.1485,28685.71,0,0.0
ZIM-TEST-308656,Sekai Gumbo,Services,Mash West,109023.48,1,98.05,0.1322,149.54,0,0.0
ZIM-TEST-308657,Munyaradzi Zhou,Manufacturing,Mash West,158968.33,2,80.66,0.1309,34401.14,0,0.0
ZIM-TEST-308658,Chipo Chirau,Services,Mash West,108825.23,3,75.66,0.1289,25849.3,0,4.0
ZIM-TEST-308659,Nyasha Ndlovu,Tourism,Bulawayo,53092.41,1,76.21,0.1214,3236.8,3,0.0
ZIM-TEST-308660,Tendai Zhou,Services,Mash West,14677.05,3,89.32,0.1154,8107.69,0,0.0
ZIM-TEST-308661,Takudzwa Gara,Retail,Harare,69157.67,1,95.42,0.1452,22828.52,0,0.0
ZIM-TEST-308662,Farai Ndlovu,Manufacturing,Bulawayo,70149.5,3,92.08,0.1058,10432.77,0,0.0
ZIM-TEST-308663,Tatenda Mpofu,Mining,Mash West,38601.75,2,92.6,0.131,4396.65,0,0.0
ZIM-TEST-308664,Thandiwe Chigumba,Tourism,Bulawayo,84881.75,3,91.16,0.1333,3118.86,1,0.0
ZIM-TEST-308665,Takudzwa Mutasa,Mining,Harare,105609.09,1,76.93,0.1425,3592.79,0,1.0
ZIM-TEST-308666,Kumbirai Chigumba,Mining,Masvingo,105397.53,2,75.46,0.1233,3708.51,0,1.0
ZIM-TEST-308667,Takudzwa Gumbo,Tourism,Masvingo,155170.0,2,89.51,0.1434,12466.95,1,0.0
ZIM-TEST-308668,Shingai Musoni,Retail,Bulawayo,65744.74,2,75.77,0.1156,2143.41,0,0.0
ZIM-TEST-308669,Tendai Musoni,Tourism,Masvingo,34054.48,1,90.48,0.1539,16216.36,2,0.0
ZIM-TEST-308670,Nomsa Ncube,Tourism,Harare,153199.11,0,80.83,0.1047,636.0,0,0.0
ZIM-TEST-308671,Nomsa Ncube,Agriculture,Midlands,52864.8,1,94.14,0.1353,14468.53,0,0.0
ZIM-TEST-308672,Tendai Gumbo,Manufacturing,Mash West,270129.96,2,84.96,0.1581,14855.44,0,0.0
ZIM-TEST-308673,Blessing Moyo,Agriculture,Midlands,26226.72,2,77.59,0.1292,914.89,0,0.0
ZIM-TEST-308674,Munyaradzi Mutasa,Services,Manicaland,121700.18,2,88.66,0.1325,1585.99,0,0.0
ZIM-TEST-308675,Munyaradzi Mapfumo,Tourism,Bulawayo,7965.96,2,90.81,0.1045,12274.72,1,0.0
ZIM-TEST-308676,Tendai Chirau,Retail,Harare,42168.24,1,82.22,0.1107,30921.96,0,0.0
ZIM-TEST-308677,Blessing Gara,Services,Harare,13541.34,1,75.19,0.1221,1204.78,0,1.0
ZIM-TEST-308678,Kumbirai Ndlovu,Manufacturing,Masvingo,76755.64,1,73.1,0.1383,2813.12,1,0.0
ZIM-TEST-308679,Tinashe Gumbo,Manufacturing,Bulawayo,136638.65,1,95.08,0.1326,4387.47,1,0.0
ZIM-TEST-308680,Nomsa Gara,Tourism,Mash West,28051.85,0,85.09,0.1538,5893.06,1,0.0
ZIM-TEST-308681,Sekai Mpofu,Services,Bulawayo,17894.19,1,96.24,0.1444,17338.78,0,0.0
ZIM-TEST-308682,Sekai Gumbo,Retail,Manicaland,181028.18,1,75.99,0.1138,19111.9,0,0.0
ZIM-TEST-308683,Takudzwa Gara,Mining,Bulawayo,110842.3,1,70.74,0.1523,3916.65,0,2.0
ZIM-TEST-308684,Kumbirai Musoni,Services,Harare,98793.92,0,85.56,0.1477,5082.56,0,0.0
ZIM-TEST-308685,Munyaradzi Gumbo,Manufacturing,Harare,147562.7,0,91.18,0.1501,927.14,0,0.0
ZIM-TEST-308686,Tendai Moyo,Services,Masvingo,147536.95,2,99.03,0.1067,31744.26,0,0.0
ZIM-TEST-308687,Shingai Dube,Agriculture,Manicaland,85687.35,1,70.22,0.1118,3583.72,0,2.0
ZIM-TEST-308688,Tinashe Marange,Mining,Midlands,85161.11,2,90.68,0.1059,217.05,0,0.0
ZIM-TEST-308689,Sekai Sibanda,Agriculture,Manicaland,62294.37,1,97.65,0.1465,38405.35,2,0.0
ZIM-TEST-308690,Takudzwa Marange,Mining,Manicaland,28646.19,1,80.3,0.1291,2068.2,0,0.0
ZIM-TEST-308691,Tatenda Mapfumo,Services,Bulawayo,181682.26,4,77.0,0.15,2734.15,0,9.0
ZIM-TEST-308692,Munyaradzi Gumbo,Tourism,Harare,26906.87,0,92.65,0.1355,10888.81,0,0.0
ZIM-TEST-308693,Takudzwa Musoni,Tourism,Bulawayo,29655.63,0,98.36,0.1538,2285.73,0,0.0
ZIM-TEST-308694,Chipo Sibanda,Manufacturing,Bulawayo,55425.49,2,81.11,0.1097,4064.44,1,0.0
ZIM-TEST-308695,Ruvimbo Zhou,Services,Midlands,71143.66,5,83.23,0.1241,359.38,0,8.0
ZIM-TEST-308696,Chipo Marange,Manufacturing,Harare,60909.67,2,72.37,0.1561,5901.76,2,0.0
ZIM-TEST-308697,Farai Marange,Mining,Bulawayo,63321.2,0,84.31,0.1051,991.47,0,0.0
ZIM-TEST-308698,Thandiwe Gara,Tourism,Harare,7938.72,2,71.65,0.1209,21137.03,0,1.0
ZIM-TEST-308699,Blessing Zhou,Tourism,Bulawayo,34593.35,1,90.83,0.1052,7743.3,0,0.0
ZIM-TEST-308700,Tinashe Moyo,Mining,Midlands,59753.16,2,99.45,0.1368,3747.82,0,0.0
ZIM-TEST-308701,Tendai Mapfumo,Services,Masvingo,37276.69,0,97.94,0.1462,12708.88,2,0.0
ZIM-TEST-308702,Thandiwe Mpofu,Agriculture,Manicaland,224797.55,2,94.58,0.1129,15788.25,0,0.0
ZIM-TEST-308703,Nomsa Marange,Services,Bulawayo,46818.12,1,81.42,0.1063,15018.09,3,0.0
ZIM-TEST-308704,Ruvimbo Mpofu,Agriculture,Midlands,87701.42,0,75.53,0.1025,2873.78,0,0.0
ZIM-TEST-308705,Sekai Chirau,Manufacturing,Harare,132742.36,0,81.87,0.1487,14409.12,0,0.0
ZIM-TEST-308706,Kumbirai Dube,Tourism,Mash West,67066.7,3,94.03,0.1202,7075.65,1,0.0
ZIM-TEST-308707,Takudzwa Zhou,Manufacturing,Masvingo,101924.14,1,99.81,0.1234,3412.96,0,0.0
ZIM-TEST-308708,Tatenda Gumbo,Agriculture,Mash West,72604.04,5,90.53,0.1091,3719.05,1,5.0
ZIM-TEST-308709,Tinashe Mpofu,Manufacturing,Masvingo,65181.2,1,83.59,0.1459,25012.15,0,0.0
ZIM-TEST-308710,Chipo Gara,Mining,Mash West,82114.02,1,95.4,0.1344,8995.69,0,0.0
ZIM-TEST-308711,Thandiwe Ndlovu,Services,Manicaland,28763.63,3,83.03,0.1285,15615.89,1,0.0
ZIM-TEST-308712,Kumbirai Dube,Services,Masvingo,117406.88,1,86.46,0.1362,14770.79,0,0.0
ZIM-TEST-308713,Tatenda Mutasa,Manufacturing,Mash West,57498.55,5,95.23,0.1167,8552.55,0,3.0
ZIM-TEST-308714,Farai Zhou,Retail,Midlands,69743.96,0,98.82,0.128,2924.76,1,0.0
ZIM-TEST-308715,Thandiwe Gumbo,Services,Midlands,39523.16,3,87.21,0.122,3041.27,0,0.0
ZIM-TEST-308716,Tinashe Gumbo,Mining,Manicaland,50822.0,0,91.07,0.1176,12972.03,0,0.0
ZIM-TEST-308717,Tendai Ncube,Retail,Masvingo,109554.8,2,91.14,0.1406,2406.61,0,0.0
ZIM-TEST-308718,Kumbirai Gumbo,Retail,Bulawayo,60917.5,1,84.46,0.1192,1763.24,0,0.0
ZIM-TEST-308719,Chipo Marange,Services,Masvingo,215658.35,2,81.77,0.1263,12969.79,0,0.0
ZIM-TEST-308720,Blessing Marange,Manufacturing,Masvingo,45722.4,1,97.7,0.1398,465.47,1,0.0
ZIM-TEST-308721,Munyaradzi Marange,Manufacturing,Harare,89926.43,0,79.2,0.1343,6115.6,0,0.0
ZIM-TEST-308722,Ruvimbo Gumbo,Mining,Mash West,97214.23,1,77.65,0.1574,20859.76,2,0.0
ZIM-TEST-308723,Shingai Gumbo,Retail,Masvingo,132267.53,3,95.1,0.122,4331.79,0,0.0
ZIM-TEST-308724,Chipo Sibanda,Mining,Bulawayo,140742.22,0,88.75,0.1544,4048.88,3,0.0
ZIM-TEST-308725,Munyaradzi Musoni,Mining,Manicaland,36813.75,0,75.02,0.101,439.6,1,0.0
ZIM-TEST-308726,Blessing Dube,Services,Bulawayo,81570.16,1,86.47,0.1037,201.33,0,1.0
ZIM-TEST-308727,Sekai Chirau,Retail,Bulawayo,12427.47,3,72.08,0.1507,9257.73,0,11.0
ZIM-TEST-308728,Ruvimbo Marange,Retail,Harare,82241.53,1,84.86,0.1471,28709.16,0,0.0
ZIM-TEST-308729,Munyaradzi Marange,Manufacturing,Harare,105424.0,1,98.15,0.1208,7990.65,2,0.0
ZIM-TEST-308730,Shingai Marange,Manufacturing,Manicaland,73958.02,1,89.75,0.1543,12860.22,1,0.0
ZIM-TEST-308731,Tendai Zhou,Agriculture,Harare,192401.16,1,96.6,0.1503,7507.17,0,0.0
ZIM-TEST-308732,Sekai Musoni,Mining,Midlands,48137.41,1,84.69,0.1299,4175.67,0,0.0
ZIM-TEST-308733,Shingai Dube,Mining,Masvingo,72938.33,1,88.98,0.1196,3021.17,0,0.0
ZIM-TEST-308734,Tatenda Mutasa,Retail,Manicaland,18838.33,1,86.75,0.1429,13814.17,0,0.0
ZIM-TEST-308735,Nyasha Dube,Mining,Harare,13000.42,2,98.7,0.1349,45593.29,0,0.0
ZIM-TEST-308736,Shingai Mutasa,Agriculture,Bulawayo,179611.83,1,83.05,0.136,3028.73,0,0.0
ZIM-TEST-308737,Chipo Chigumba,Services,Bulawayo,41851.92,3,72.24,0.1477,4107.51,1,0.0
ZIM-TEST-308738,Kumbirai Mapfumo,Agriculture,Manicaland,132513.69,2,89.24,0.1407,19500.92,0,0.0
ZIM-TEST-308739,Nomsa Sibanda,Mining,Mash West,240983.96,3,98.52,0.158,13725.99,0,1.0
ZIM-TEST-308740,Farai Ncube,Mining,Masvingo,254665.76,2,81.39,0.1086,1909.38,0,0.0
ZIM-TEST-308741,Tatenda Mpofu,Agriculture,Midlands,41318.04,0,78.58,0.1229,78.53,0,0.0
ZIM-TEST-308742,Blessing Dube,Retail,Bulawayo,336907.73,3,96.24,0.1309,413.18,0,0.0
ZIM-TEST-308743,Ruvimbo Mapfumo,Services,Masvingo,58477.5,2,76.37,0.1442,32894.06,1,0.0
ZIM-TEST-308744,Takudzwa Mpofu,Retail,Midlands,129665.72,4,84.85,0.1179,11608.31,1,0.0
ZIM-TEST-308745,Tendai Mapfumo,Tourism,Harare,73150.91,1,73.1,0.1136,9216.76,0,0.0
ZIM-TEST-308746,Tendai Musoni,Retail,Midlands,91866.39,1,98.48,0.1385,6630.85,0,0.0
ZIM-TEST-308747,Thandiwe Zhou,Tourism,Mash West,69625.63,2,81.0,0.1463,5289.27,1,0.0
ZIM-TEST-308748,Tendai Moyo,Mining,Masvingo,19597.45,2,74.17,0.128,9513.94,0,0.0
ZIM-TEST-308749,Shingai Gara,Mining,Masvingo,172238.6,0,79.94,0.144,9835.67,2,0.0
ZIM-TEST-308750,Munyaradzi Musoni,Mining,Harare,122684.34,2,85.63,0.1559,10410.6,1,0.0
ZIM-TEST-308751,Chipo Gara,Retail,Mash West,166655.99,3,79.98,0.1221,4828.31,0,0.0
ZIM-TEST-308752,Munyaradzi Zhou,Agriculture,Midlands,227013.39,0,89.34,0.1464,12534.02,1,0.0
ZIM-TEST-308753,Tinashe Ndlovu,Retail,Harare,54513.88,3,76.8,0.1275,12161.76,0,0.0
ZIM-TEST-308754,Blessing Chigumba,Mining,Harare,53022.58,1,83.22,0.1143,20486.06,1,0.0
ZIM-TEST-308755,Shingai Gumbo,Services,Bulawayo,27997.64,2,97.83,0.1194,19119.57,1,0.0
ZIM-TEST-308756,Farai Marange,Agriculture,Bulawayo,155438.43,0,84.78,0.1162,2598.54,1,0.0
ZIM-TEST-308757,Nomsa Gara,Manufacturing,Masvingo,50189.43,1,87.6,0.1165,28596.1,0,0.0
ZIM-TEST-308758,Chipo Musoni,Mining,Mash West,108900.01,3,85.87,0.1058,16457.16,1,0.0
ZIM-TEST-308759,Shingai Mpofu,Agriculture,Masvingo,196660.57,2,96.08,0.1376,127.6,1,0.0
ZIM-TEST-308760,Nomsa Chirau,Tourism,Bulawayo,199829.0,0,90.93,0.1403,514.88,0,0.0
ZIM-TEST-308761,Sekai Mapfumo,Retail,Mash West,80751.36,1,83.7,0.1375,27394.65,0,0.0
ZIM-TEST-308762,Takudzwa Marange,Agriculture,Midlands,115362.73,1,75.48,0.1236,5022.59,0,0.0
ZIM-TEST-308763,Thandiwe Ndlovu,Manufacturing,Bulawayo,95302.85,1,82.52,0.1157,5266.47,0,0.0
ZIM-TEST-308764,Ruvimbo Mapfumo,Mining,Midlands,56635.08,1,97.73,0.1468,408.28,0,0.0
ZIM-TEST-308765,Tatenda Moyo,Agriculture,Bulawayo,106459.57,4,80.56,0.1433,6016.42,0,3.0
ZIM-TEST-308766,Takudzwa Gara,Mining,Manicaland,129907.65,4,75.06,0.1589,2555.74,0,77.0
ZIM-TEST-308767,Tatenda Chirau,Tourism,Masvingo,99763.79,1,79.37,0.1583,8446.02,0,0.0
ZIM-TEST-308768,Sekai Gara,Mining,Midlands,14374.08,2,72.97,0.1083,28239.3,0,0.0
ZIM-TEST-308769,Tinashe Dube,Agriculture,Mash West,302957.86,0,88.72,0.1161,2489.23,1,0.0
ZIM-TEST-308770,Tatenda Zhou,Retail,Midlands,62999.77,3,72.25,0.1189,28069.27,0,1.0
ZIM-TEST-308771,Tendai Mapfumo,Manufacturing,Masvingo,145387.18,2,76.45,0.1229,13846.56,0,0.0
ZIM-TEST-308772,Shingai Chirau,Mining,Mash West,108869.8,1,78.47,0.1308,2457.94,2,0.0
ZIM-TEST-308773,Tinashe Dube,Manufacturing,Manicaland,194845.64,0,72.48,0.1568,4183.47,0,1.0
ZIM-TEST-308774,Tatenda Moyo,Services,Manicaland,89417.33,3,75.22,0.1274,11401.57,3,1.0
ZIM-TEST-308775,Tendai Marange,Services,Midlands,13715.3,4,85.56,0.1031,1959.38,2,3.0
ZIM-TEST-308776,Sekai Gara,Services,Harare,17860.83,0,81.56,0.1461,22380.59,1,0.0
ZIM-TEST-308777,Farai Chigumba,Manufacturing,Midlands,9644.03,1,74.57,0.1051,1764.77,0,0.0
ZIM-TEST-308778,Nyasha Marange,Mining,Midlands,8522.64,1,93.92,0.1331,591.23,1,0.0
ZIM-TEST-308779,Shingai Chirau,Retail,Manicaland,9605.48,1,96.97,0.1304,9716.45,0,0.0
ZIM-TEST-308780,Tatenda Gara,Agriculture,Bulawayo,215447.13,4,95.81,0.1573,2277.88,1,3.0
ZIM-TEST-308781,Sekai Chigumba,Agriculture,Harare,114882.82,1,79.63,0.1419,4509.33,0,0.0
ZIM-TEST-308782,Blessing Chirau,Mining,Midlands,127422.72,0,83.43,0.1496,4984.54,0,0.0
ZIM-TEST-308783,Sekai Gara,Agriculture,Mash West,85199.8,2,96.41,0.1554,2307.11,0,0.0
ZIM-TEST-308784,Thandiwe Chirau,Tourism,Manicaland,186859.51,1,88.7,0.1361,5679.01,0,0.0
ZIM-TEST-308785,Tatenda Chirau,Manufacturing,Masvingo,65857.27,4,97.17,0.1343,2303.2,0,0.0
ZIM-TEST-308786,Blessing Gara,Manufacturing,Harare,131804.07,1,94.27,0.1174,17219.83,0,0.0
ZIM-TEST-308787,Nomsa Chigumba,Agriculture,Masvingo,246713.84,1,87.22,0.1224,4051.75,0,0.0
ZIM-TEST-308788,Sekai Gumbo,Services,Bulawayo,199235.24,0,75.8,0.1143,16996.79,0,0.0
ZIM-TEST-308789,Chipo Ndlovu,Manufacturing,Harare,76613.25,2,79.98,0.1156,11519.91,0,0.0
ZIM-TEST-308790,Chipo Chigumba,Services,Masvingo,165556.24,0,82.28,0.1581,6576.53,2,0.0
ZIM-TEST-308791,Takudzwa Ncube,Services,Mash West,125190.73,2,98.66,0.1111,21056.26,0,0.0
ZIM-TEST-308792,Chipo Chigumba,Mining,Bulawayo,113700.13,1,73.3,0.1081,6890.48,0,0.0
ZIM-TEST-308793,Sekai Marange,Agriculture,Midlands,29258.67,1,81.38,0.1116,347.32,0,0.0
ZIM-TEST-308794,Sekai Sibanda,Retail,Mash West,146846.68,2,70.7,0.1598,1609.81,0,2.0
ZIM-TEST-308795,Tatenda Mutasa,Agriculture,Manicaland,38581.88,0,77.28,0.1557,2338.37,0,0.0
ZIM-TEST-308796,Blessing Zhou,Tourism,Bulawayo,306802.19,2,76.03,0.1424,1750.69,2,1.0
ZIM-TEST-308797,Thandiwe Moyo,Tourism,Manicaland,62570.4,1,83.45,0.1241,8602.23,0,0.0
ZIM-TEST-308798,Chipo Chigumba,Agriculture,Midlands,122340.9,1,81.22,0.1473,12818.99,2,0.0
ZIM-TEST-308799,Blessing Moyo,Agriculture,Midlands,61273.41,3,74.24,0.1227,7081.76,1,1.0
ZIM-TEST-308800,Tinashe Mpofu,Mining,Harare,196368.16,1,93.69,0.1031,2982.97,0,0.0
ZIM-TEST-308801,Takudzwa Gara,Manufacturing,Bulawayo,247255.79,1,72.25,0.1213,26155.51,0,2.0
ZIM-TEST-308802,Thandiwe Dube,Tourism,Harare,54176.43,0,70.98,0.1028,4423.46,0,0.0
ZIM-TEST-308803,Ruvimbo Gara,Agriculture,Midlands,102646.15,1,95.64,0.1183,11043.35,0,0.0
ZIM-TEST-308804,Tatenda Musoni,Retail,Mash West,44746.02,0,93.44,0.1588,3958.99,0,0.0
ZIM-TEST-308805,Ruvimbo Gumbo,Retail,Midlands,148270.27,1,74.98,0.1496,5425.56,2,0.0
ZIM-TEST-308806,Tinashe Musoni,Retail,Midlands,122106.97,1,85.7,0.1476,10745.41,0,0.0
ZIM-TEST-308807,Sekai Chirau,Tourism,Manicaland,111379.9,2,92.65,0.1269,15564.76,0,0.0
ZIM-TEST-308808,Tatenda Ndlovu,Mining,Manicaland,122864.45,4,70.72,0.1441,6571.26,0,92.0
ZIM-TEST-308809,Shingai Ncube,Tourism,Masvingo,143292.57,1,75.92,0.1503,19122.85,0,0.0
ZIM-TEST-308810,Thandiwe Chigumba,Tourism,Masvingo,193635.62,4,83.71,0.1179,81.54,0,2.0
ZIM-TEST-308811,Tendai Mapfumo,Agriculture,Masvingo,94923.53,0,84.28,0.1471,11079.12,0,0.0
ZIM-TEST-308812,Takudzwa Gara,Retail,Masvingo,127411.16,1,82.88,0.1295,912.65,0,0.0
ZIM-TEST-308813,Takudzwa Chirau,Agriculture,Manicaland,162114.97,2,89.42,0.141,2591.04,0,1.0
ZIM-TEST-308814,Kumbirai Dube,Manufacturing,Bulawayo,124518.68,0,70.56,0.1396,3617.16,0,1.0
ZIM-TEST-308815,Tendai Sibanda,Manufacturing,Masvingo,79446.51,2,70.6,0.1244,7959.08,0,0.0
ZIM-TEST-308816,Takudzwa Chirau,Tourism,Mash West,101977.45,2,87.65,0.1009,5876.4,0,0.0
ZIM-TEST-308817,Tatenda Marange,Mining,Masvingo,47280.14,1,88.06,0.1365,20358.82,0,0.0
ZIM-TEST-308818,Kumbirai Moyo,Mining,Midlands,65374.3,0,80.98,0.1047,5928.66,0,0.0
ZIM-TEST-308819,Tatenda Zhou,Manufacturing,Midlands,25278.79,2,91.08,0.1326,14182.33,1,0.0
ZIM-TEST-308820,Thandiwe Mutasa,Mining,Masvingo,133733.7,3,91.04,0.1012,7013.77,1,0.0
ZIM-TEST-308821,Tinashe Chirau,Retail,Masvingo,90213.52,1,99.8,0.1044,417.15,0,0.0
ZIM-TEST-308822,Tinashe Chigumba,Agriculture,Manicaland,38309.65,1,90.57,0.138,4854.57,0,0.0
ZIM-TEST-308823,Shingai Sibanda,Services,Harare,22033.32,2,93.99,0.1014,14797.8,0,0.0
ZIM-TEST-308824,Farai Musoni,Tourism,Mash West,98298.7,2,80.95,0.1143,4675.4,0,0.0
ZIM-TEST-308825,Tinashe Musoni,Agriculture,Bulawayo,188913.17,1,79.49,0.1077,6686.94,0,0.0
ZIM-TEST-308826,Shingai Mutasa,Mining,Midlands,43057.75,1,81.95,0.1102,4991.75,0,0.0
ZIM-TEST-308827,Munyaradzi Zhou,Manufacturing,Mash West,153167.57,3,73.68,0.1044,5431.35,0,0.0
ZIM-TEST-308828,Kumbirai Marange,Manufacturing,Masvingo,28635.82,0,87.86,0.1488,1682.19,0,0.0
ZIM-TEST-308829,Takudzwa Moyo,Retail,Harare,206733.03,0,76.16,0.1355,793.03,2,0.0
ZIM-TEST-308830,Ruvimbo Moyo,Manufacturing,Mash West,17981.11,3,93.88,0.1003,4350.14,0,0.0
ZIM-TEST-308831,Ruvimbo Gumbo,Services,Mash West,28449.84,1,76.33,0.1492,962.08,0,0.0
ZIM-TEST-308832,Munyaradzi Moyo,Manufacturing,Masvingo,170382.11,2,84.23,0.1401,27597.57,0,0.0
ZIM-TEST-308833,Takudzwa Mutasa,Manufacturing,Bulawayo,50657.73,2,70.86,0.1565,5564.09,2,2.0
ZIM-TEST-308834,Thandiwe Chirau,Tourism,Midlands,179690.8,1,91.89,0.1446,17416.36,0,0.0
ZIM-TEST-308835,Shingai Chigumba,Retail,Midlands,151017.36,1,75.56,0.1167,14345.97,0,0.0
ZIM-TEST-308836,Munyaradzi Ncube,Services,Mash West,43397.7,4,81.38,0.1588,11373.48,1,2.0
ZIM-TEST-308837,Shingai Sibanda,Agriculture,Mash West,37805.93,0,89.9,0.1274,164.66,0,0.0
ZIM-TEST-308838,Shingai Marange,Mining,Harare,136518.62,0,80.73,0.1504,4502.17,1,0.0
ZIM-TEST-308839,Farai Chigumba,Retail,Masvingo,122957.77,3,97.15,0.1386,8300.31,0,0.0
ZIM-TEST-308840,Ruvimbo Musoni,Mining,Masvingo,119119.07,2,76.88,0.1114,36.67,0,0.0
ZIM-TEST-308841,Tinashe Moyo,Manufacturing,Manicaland,49502.45,4,76.6,0.1073,10801.16,0,6.0
ZIM-TEST-308842,Nyasha Mapfumo,Manufacturing,Midlands,107301.57,3,86.05,0.1,12416.55,0,3.0
ZIM-TEST-308843,Tatenda Mapfumo,Mining,Midlands,124230.97,1,99.06,0.1565,16510.88,0,0.0
